name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
The Ecstasy of Gold,...And Justice for All (Remastered Deluxe Box Set),1988-09-07,1,5oC5p8hQUgu5gQY36jXkum,spotify:track:5oC5p8hQUgu5gQY36jXkum,0.324,0.207,0.983,0.0481,0.98,-8.685,0.088,93.004,0.0313,0,118998,65
Blackened (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,2,2PFoYVONNUOm7HHkTAJers,spotify:track:2PFoYVONNUOm7HHkTAJers,4.36e-06,0.257,0.995,0.123,0.475,-5.811,0.187,134.88,0.0378,34,397260,65
For Whom the Bell Tolls (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,3,7MzM6iHyRYmuWBIm75DqHC,spotify:track:7MzM6iHyRYmuWBIm75DqHC,1.58e-05,0.314,0.99,0.0978,0.64,-5.514,0.189,125.06,0.0451,35,330466,65
Welcome Home (Sanitarium) (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,4,4APyuHxnKf6DcPWzFEJ40y,spotify:track:4APyuHxnKf6DcPWzFEJ40y,1.79e-05,0.257,0.99,0.0785,0.952,-5.817,0.2,116.602,0.069,31,406524,65
Harvester of Sorrow (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,5,1qK8CAZFt2mM7i1VX5qYjg,spotify:track:1qK8CAZFt2mM7i1VX5qYjg,2.96e-05,0.334,0.987,0.00362,0.784,-5.805,0.116,96.425,0.0747,30,370584,65
The Four Horsemen (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,6,7naRIEBtd0qOU8r9WYumqZ,spotify:track:7naRIEBtd0qOU8r9WYumqZ,5.28e-06,0.309,0.993,0.374,0.758,-6.211,0.215,110.831,0.0399,30,360154,65
The Thing That Should Not Be (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,7,6wqv1OIgD5Z3PjfOaayDix,spotify:track:6wqv1OIgD5Z3PjfOaayDix,1.9e-05,0.304,0.986,0.225,0.987,-5.824,0.103,116.255,0.138,29,428310,65
Bass Solo (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,8,5vpU8pREH0ZZZBkyXsZcsV,spotify:track:5vpU8pREH0ZZZBkyXsZcsV,0.000127,0.152,0.772,0.826,0.49,-10.619,0.0653,94.225,0.181,25,450385,65
Master of Puppets (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,9,7iGRPMvUWCZNcfqzrEXrWD,spotify:track:7iGRPMvUWCZNcfqzrEXrWD,6.09e-06,0.259,0.989,0.171,0.935,-6.012,0.141,111.782,0.0786,32,530515,65
Fade to Black (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,10,1npRzHqYjXPLJ9L9UkpUTA,spotify:track:1npRzHqYjXPLJ9L9UkpUTA,0.000142,0.173,0.975,0.0595,0.989,-5.902,0.186,156.553,0.115,30,490504,65
Seek & Destroy (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,11,5XehKCJutge72GlijNcPHW,spotify:track:5XehKCJutge72GlijNcPHW,8.28e-05,0.24,0.988,0.0676,0.984,-6.468,0.218,150.949,0.0601,29,541535,65
...And Justice for All (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,12,3AxLlRyXcDcpQN6rp1bpPB,spotify:track:3AxLlRyXcDcpQN6rp1bpPB,6.33e-06,0.176,0.982,0.574,0.994,-6.312,0.215,173.801,0.0475,26,660760,65
One (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,13,2U4gF4myhyt8tl8jMeDE3L,spotify:track:2U4gF4myhyt8tl8jMeDE3L,0.000121,0.259,0.993,0.439,0.993,-6.059,0.196,118.806,0.054,29,567609,65
Creeping Death (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,14,4EcsR2fMms1TXY44F1Yz6v,spotify:track:4EcsR2fMms1TXY44F1Yz6v,4.2e-06,0.301,0.993,0.428,0.839,-5.877,0.172,115.143,0.0645,33,470380,65
Guitar Solo (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,15,3Rwo3Td6i5sFSCt8TgOdtv,spotify:track:3Rwo3Td6i5sFSCt8TgOdtv,0.109,0.169,0.952,0.984,0.595,-6.852,0.149,125.995,0.0394,22,396196,65
Battery (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,16,4UDYoVoQJpUPQAmWTrcPGF,spotify:track:4UDYoVoQJpUPQAmWTrcPGF,3.14e-05,0.242,0.993,0.225,0.738,-6.172,0.204,105.107,0.0323,27,377921,65
Encore Jam (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,17,0cXftlT0QFMtuxUGpohdru,spotify:track:0cXftlT0QFMtuxUGpohdru,6.63e-05,0.336,0.985,0.197,0.988,-6.06,0.15,97.785,0.0399,20,169192,65
Last Caress (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,18,6eM4XIIa25uRIOtP64hlxm,spotify:track:6eM4XIIa25uRIOtP64hlxm,0.000183,0.233,0.995,0.406,0.499,-5.929,0.131,104.853,0.0542,24,114058,65
Am I Evil? (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,19,62wvEoiTmI3Y9aQ3i5PTxl,spotify:track:62wvEoiTmI3Y9aQ3i5PTxl,3.31e-05,0.325,0.992,0.0891,0.737,-5.768,0.171,83.923,0.0763,23,249737,65
Whiplash (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,20,1MNAcG8x56GSD8CoQLpJHn,spotify:track:1MNAcG8x56GSD8CoQLpJHn,3.14e-05,0.119,0.993,0.336,0.996,-6.122,0.303,193.069,0.0332,25,336602,65
Breadfan (Live - Seattle '89),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,21,5oL2xNJqy4VJeAQyklW0c7,spotify:track:5oL2xNJqy4VJeAQyklW0c7,5.23e-05,0.281,0.994,0.0954,0.967,-6.152,0.179,113.274,0.0388,21,283564,65
"Blackened (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,1,25sikWHN0Lvx7TaNd6NhhE,spotify:track:25sikWHN0Lvx7TaNd6NhhE,0.0135,0.11,0.423,0.889,0.127,-14.794,0.0349,153.989,0.32,19,36016,65
"Blackened (1987, From James' Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,2,4TnBQMREXn98wELdwvPJq3,spotify:track:4TnBQMREXn98wELdwvPJq3,0.534,0.396,0.764,0.0679,0.969,-15.07,0.052,89.882,0.735,17,189228,65
"…And Justice for All (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,3,4qKeWYFoa9KdXy2J1aGDBa,spotify:track:4qKeWYFoa9KdXy2J1aGDBa,0.00741,0.184,0.466,0.938,0.0736,-17.089,0.0447,87.353,0.684,15,158790,65
"...And Justice for All (1988, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,4,4vnpxZu3MYMJRU7d4BpsOh,spotify:track:4vnpxZu3MYMJRU7d4BpsOh,0.906,0.65,0.158,0.909,0.168,-18.694,0.0369,146.724,0.967,14,43661,65
"Eye of the Beholder (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,5,1IiB7K0sa2Dtt0fJIVX9fU,spotify:track:1IiB7K0sa2Dtt0fJIVX9fU,0.635,0.389,0.7,0.961,0.22,-14.827,0.0449,126.96,0.885,14,88529,65
"Eye of the Beholder (1987, From James' Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,6,4MCrpRtiXWdSWuih31zUf3,spotify:track:4MCrpRtiXWdSWuih31zUf3,0.0086,0.297,0.339,0.889,0.469,-16.783,0.0443,115.579,0.763,13,37689,65
"One (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,7,09mTwA7SG7niAgLOGINqWc,spotify:track:09mTwA7SG7niAgLOGINqWc,0.508,0.568,0.298,0.796,0.256,-18.813,0.0399,115.475,0.557,17,142622,65
"The Shortest Straw (1986, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,8,2fMobAPdWPqx0tRjIaqjAf,spotify:track:2fMobAPdWPqx0tRjIaqjAf,0.000138,0.408,0.649,0.873,0.288,-12.193,0.058,129.054,0.419,14,106800,65
"The Shortest Straw (1986, From James' Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,9,02d2xocLAJQBhseK4MYrr7,spotify:track:02d2xocLAJQBhseK4MYrr7,0.0119,0.213,0.572,0.946,0.35,-18.706,0.0745,87.319,0.272,14,46827,65
"Harvester of Sorrow (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,10,6rhmXSvoTYzw2YdaIPP7UT,spotify:track:6rhmXSvoTYzw2YdaIPP7UT,0.0099,0.251,0.353,0.962,0.119,-17.055,0.0443,104.319,0.424,14,69703,65
"The Frayed Ends of Sanity (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,11,2BNzfzeuBBs4Nv0PUo541R,spotify:track:2BNzfzeuBBs4Nv0PUo541R,8.39e-05,0.552,0.723,0.517,0.223,-15.787,0.0726,100.236,0.337,13,99783,65
"To Live Is to Die (1986, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,12,4nZ6dHZlR81qAaUO91YeZY,spotify:track:4nZ6dHZlR81qAaUO91YeZY,0.626,0.582,0.257,0.461,0.14,-16.509,0.0408,63.662,0.209,15,90993,65
"To Live Is to Die (1988, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,13,53PWkcpIdnHPrJ8602Oe0b,spotify:track:53PWkcpIdnHPrJ8602Oe0b,0.92,0.616,0.159,0.779,0.125,-16.762,0.0376,113.591,0.319,16,57465,65
"Dyers Eve (1986, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,14,0ec6KGDDNvocX87KJWfFLE,spotify:track:0ec6KGDDNvocX87KJWfFLE,0.061,0.346,0.521,0.931,0.418,-18.182,0.0685,92.398,0.108,14,71812,65
"Dyers Eve (1987, From James' Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,15,1l2HTjy1UKFGb2rBF3L6UJ,spotify:track:1l2HTjy1UKFGb2rBF3L6UJ,2.87e-05,0.205,0.834,0.855,0.417,-12.421,0.201,181.741,0.483,14,365155,65
"Blackened (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,16,6qKJyyYafBmrsHK5VO9re6,spotify:track:6qKJyyYafBmrsHK5VO9re6,0.00165,0.463,0.861,0.859,0.104,-7.671,0.0317,99.455,0.752,14,202987,65
"…And Justice for All (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,17,6SS08ugZaaas3gpm4SUOxW,spotify:track:6SS08ugZaaas3gpm4SUOxW,0.65,0.492,0.971,0.98,0.305,-11.744,0.0341,102.958,0.695,12,58700,65
"…And Justice for All (October 1987, Writing in Progress II)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,18,7A4BeCKeh4JQLm9HbN4Bat,spotify:track:7A4BeCKeh4JQLm9HbN4Bat,0.48,0.508,0.949,0.792,0.209,-10.523,0.0481,173.726,0.826,12,87580,65
"One (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,19,1ufh84wgvA7T0i0im0QlTC,spotify:track:1ufh84wgvA7T0i0im0QlTC,0.00482,0.55,0.818,0.852,0.107,-9.201,0.0467,56.953,0.796,14,69619,65
"The Shortest Straw (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),1988-09-07,20,3oe0CvRzmcku7MNQGseT8w,spotify:track:3oe0CvRzmcku7MNQGseT8w,0.00182,0.412,0.953,0.87,0.138,-9.456,0.111,147.515,0.216,12,51947,65
Battery (Remastered),Master of Puppets (Remastered),1986-03-03,1,7qRxAH7ZRB2Ita3mebXfR3,spotify:track:7qRxAH7ZRB2Ita3mebXfR3,0.000211,0.48,0.923,0.531,0.106,-8.793,0.0682,96.535,0.44,47,312360,53
Master Of Puppets (Remastered),Master of Puppets (Remastered),1986-03-03,2,5cW3DEWYYv0tXZMwcUZNRg,spotify:track:5cW3DEWYYv0tXZMwcUZNRg,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,49,515386,53
The Thing That Should Not Be (Remastered),Master of Puppets (Remastered),1986-03-03,3,6ZertsLLGL2puI2Vj5iy5T,spotify:track:6ZertsLLGL2puI2Vj5iy5T,0.000108,0.679,0.716,0.349,0.126,-10.14,0.0313,111.827,0.485,44,396106,53
Welcome Home (Sanitarium) (Remastered),Master of Puppets (Remastered),1986-03-03,4,5Nu6hybktveVXtgD7hDLVD,spotify:track:5Nu6hybktveVXtgD7hDLVD,0.000305,0.309,0.767,0.151,0.0967,-9.676,0.033,97.944,0.413,46,387146,53
Disposable Heroes (Remastered),Master of Puppets (Remastered),1986-03-03,5,2CbYOuq9uxqclV21HJaJ4B,spotify:track:2CbYOuq9uxqclV21HJaJ4B,4.75e-05,0.264,0.931,0.454,0.0897,-7.615,0.0928,90.246,0.414,44,496626,53
Leper Messiah (Remastered),Master of Puppets (Remastered),1986-03-03,6,6yyionnLDzrrSET4pGoFSX,spotify:track:6yyionnLDzrrSET4pGoFSX,5.19e-05,0.38,0.8,0.735,0.321,-8.617,0.0695,138.714,0.574,43,339880,53
Orion (Remastered),Master of Puppets (Remastered),1986-03-03,7,1J6aXHOMNalN2YGLpVAD7e,spotify:track:1J6aXHOMNalN2YGLpVAD7e,0.0013,0.367,0.672,0.899,0.111,-10.014,0.0378,128.497,0.382,44,507226,53
"Damage, Inc. (Remastered)",Master of Puppets (Remastered),1986-03-03,8,5PZ03nZ4rF3dG1QH7NeXMp,spotify:track:5PZ03nZ4rF3dG1QH7NeXMp,0.000506,0.366,0.848,0.476,0.12,-10.575,0.157,92.172,0.162,42,332466,53
Battery (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,1,7wz8LNfmGZ3C0PwKW9LdDg,spotify:track:7wz8LNfmGZ3C0PwKW9LdDg,0.000211,0.48,0.923,0.531,0.106,-8.793,0.0682,96.535,0.44,59,312360,68
Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,2,54bm2e3tk8cliUz3VSdCPZ,spotify:track:54bm2e3tk8cliUz3VSdCPZ,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,72,515386,68
The Thing That Should Not Be (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,3,0Zo0GJhGcT2qKFb5NxY3Vf,spotify:track:0Zo0GJhGcT2qKFb5NxY3Vf,0.000108,0.679,0.716,0.349,0.126,-10.14,0.0313,111.827,0.485,51,396106,68
Welcome Home (Sanitarium) (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,4,7LHZ7HA45ezKcdN8sBrBuS,spotify:track:7LHZ7HA45ezKcdN8sBrBuS,0.000305,0.309,0.767,0.151,0.0967,-9.676,0.033,97.944,0.413,57,387146,68
Disposable Heroes (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,5,2a2le1M7cmvdrg1QHH7H53,spotify:track:2a2le1M7cmvdrg1QHH7H53,4.75e-05,0.264,0.931,0.454,0.0897,-7.615,0.0928,90.246,0.414,51,496626,68
Leper Messiah (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,6,6u5I4WWb8KDN559xT2hrQ6,spotify:track:6u5I4WWb8KDN559xT2hrQ6,5.19e-05,0.38,0.8,0.735,0.321,-8.617,0.0695,138.714,0.574,48,339880,68
Orion (Remastered),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,7,4xyWJM4kscTROV2RESdwpd,spotify:track:4xyWJM4kscTROV2RESdwpd,0.0013,0.367,0.672,0.899,0.111,-10.014,0.0378,128.497,0.382,53,507226,68
"Damage, Inc. (Remastered)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,8,5X5wkmwPA1rQwtBdh2SNTv,spotify:track:5X5wkmwPA1rQwtBdh2SNTv,0.000506,0.366,0.848,0.476,0.12,-10.575,0.157,92.172,0.162,45,332466,68
"Battery (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,1,5MPaHxi6OEy4fONENMppzE,spotify:track:5MPaHxi6OEy4fONENMppzE,0.131,0.312,0.986,0.903,0.611,-9.717,0.0623,95.861,0.152,28,231879,68
"Master of Puppets (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,2,3KBV5vBS4IHHGJUbhEOGmB,spotify:track:3KBV5vBS4IHHGJUbhEOGmB,0.268,0.283,0.975,0.522,0.706,-9.345,0.125,116.699,0.21,27,498027,68
"For Whom The Bell Tolls (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,3,1qw7mRwbQeqtYEzHcSjHej,spotify:track:1qw7mRwbQeqtYEzHcSjHej,0.225,0.203,0.945,0.0625,0.469,-8.955,0.097,141.182,0.283,26,254505,68
"Welcome Home (Sanitarium) (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,4,4zgTI0e8YRXLelOGqOXUik,spotify:track:4zgTI0e8YRXLelOGqOXUik,0.0758,0.245,0.903,0.439,0.87,-10.269,0.148,121.294,0.134,23,426464,68
"The Thing That Should Not Be (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,5,5I8h6gZ2PEAyoZEKxJpU4z,spotify:track:5I8h6gZ2PEAyoZEKxJpU4z,0.234,0.278,0.992,0.227,0.938,-9.37,0.0992,125.03,0.0384,21,374753,68
"(Anesthesia) - Pulling Teeth (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,6,01ilZoPfh3JyL097Ll6SHN,spotify:track:01ilZoPfh3JyL097Ll6SHN,0.893,0.258,0.674,0.802,0.526,-13.341,0.0692,124.085,0.291,22,177253,68
"Damage, Inc. (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,7,39aJnLL9VGNcKBG29j5DdJ,spotify:track:39aJnLL9VGNcKBG29j5DdJ,0.0716,0.248,0.988,0.692,0.881,-9.289,0.0976,97.749,0.177,20,265269,68
"Fade to Black (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,8,0nF6TJKROXMxOieBcRPJuv,spotify:track:0nF6TJKROXMxOieBcRPJuv,0.199,0.249,0.925,0.121,0.392,-8.524,0.152,119.109,0.334,23,407670,68
"Seek & Destroy (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,9,7nv45gVMZDS6uCw6KTrKyC,spotify:track:7nv45gVMZDS6uCw6KTrKyC,0.163,0.231,0.966,0.237,0.753,-9.212,0.133,157.456,0.356,23,441604,68
"Creeping Death (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,10,6incUowGV7Ag5t2iahKPby,spotify:track:6incUowGV7Ag5t2iahKPby,0.108,0.235,0.987,0.624,0.93,-8.677,0.143,128.81,0.115,20,382278,68
"The Four Horsemen (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,11,4ZzMrgihp985dFbgx6JVWQ,spotify:track:4ZzMrgihp985dFbgx6JVWQ,0.277,0.244,0.975,0.338,0.623,-8.456,0.122,124.91,0.123,19,320833,68
"Guitar Solo (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,12,4swdbgxSk1fnWiWfwHFRgR,spotify:track:4swdbgxSk1fnWiWfwHFRgR,0.879,0.177,0.909,0.793,0.692,-12.495,0.126,126.703,0.0846,17,191859,68
"Am I Evil? (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,13,4qcOwny0o1ipoOzv56p89P,spotify:track:4qcOwny0o1ipoOzv56p89P,0.13,0.252,0.964,0.677,0.464,-8.75,0.159,94.484,0.164,18,222403,68
"Whiplash (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,14,4234OWTizoFimewbRU4ZYf,spotify:track:4234OWTizoFimewbRU4ZYf,0.167,0.101,0.996,0.814,0.953,-8.295,0.123,182.056,0.0359,17,284249,68
"Battery (October 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,1,47IHXOTL3pfPa1XWpexn44,spotify:track:47IHXOTL3pfPa1XWpexn44,0.0385,0.432,0.874,0.965,0.216,-10.43,0.0471,97.098,0.46,19,309019,68
"Master of Puppets (November 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,2,3Jw2pNF791MKz8i9PBHgRW,spotify:track:3Jw2pNF791MKz8i9PBHgRW,0.0819,0.587,0.782,0.959,0.11,-11.042,0.0363,103.962,0.663,20,523733,68
"The Thing That Should Not Be (December 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,3,6QTTL9w1cDoKdRSzkQB3PB,spotify:track:6QTTL9w1cDoKdRSzkQB3PB,0.00741,0.693,0.638,0.962,0.145,-10.731,0.0343,111.853,0.396,16,381630,68
"Welcome Home (Sanitarium) (November 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,4,28FaQOfbERgJfA7pnsoHbH,spotify:track:28FaQOfbERgJfA7pnsoHbH,0.00906,0.344,0.811,0.964,0.0993,-10.941,0.0379,94.791,0.17,17,389195,68
"Disposable Heroes (November 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,5,04iyAAP6tqUt2hOr5SkIvM,spotify:track:04iyAAP6tqUt2hOr5SkIvM,0.0181,0.305,0.726,0.817,0.16,-8.857,0.0532,89.788,0.386,16,505845,68
"Leper Messiah (December 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,6,5VYNcqxIY4LU7ux000wpsT,spotify:track:5VYNcqxIY4LU7ux000wpsT,0.000919,0.421,0.738,0.542,0.392,-8.563,0.0489,138.032,0.558,16,345004,68
"Orion (November 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,7,7gcE1UcCzpoNSQ814E655V,spotify:track:7gcE1UcCzpoNSQ814E655V,0.033,0.52,0.72,0.945,0.125,-11.207,0.0555,129.166,0.277,18,501530,68
"Damage, Inc. (October 1985, Work in Progress Rough Mix)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,8,0mVbZxH0P6fdFqlyzzX59S,spotify:track:0mVbZxH0P6fdFqlyzzX59S,0.00969,0.237,0.799,0.962,0.0745,-10.914,0.0548,187.195,0.81,15,254424,68
The Money Will Roll Right In (Work in Progress Rough Mix),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,9,7HOHbUG5hcihgn8ajkfzU9,spotify:track:7HOHbUG5hcihgn8ajkfzU9,0.00483,0.581,0.861,0.967,0.199,-8.768,0.0333,117.603,0.779,20,176862,68
The Prince (Work in Progress Rough Mix),Master of Puppets (Remastered Deluxe Box Set),1986-03-03,10,37nZWTXxSQPlLbnotBoa2Q,spotify:track:37nZWTXxSQPlLbnotBoa2Q,0.000818,0.249,0.872,0.937,0.367,-9.406,0.0688,157.959,0.784,16,286026,68
"Battery (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,1,4ZOxCp96XlihuKXmx2BoWE,spotify:track:4ZOxCp96XlihuKXmx2BoWE,0.972,0.525,0.0571,0.922,0.111,-21.806,0.0407,112.601,0,0,16325,68
"Battery (1985, from James' Riff Tapes II)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,2,2BPia6vE1uzQk3p604G1yD,spotify:track:2BPia6vE1uzQk3p604G1yD,0.347,0.354,0.441,0.94,0.142,-11.183,0.0512,101.694,0.508,15,67257,68
"Master of Puppets (1985, from Kirk's Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,3,3dyuqD1AQNS1xLiHthQx8N,spotify:track:3dyuqD1AQNS1xLiHthQx8N,0.984,0.337,0.393,0.862,0.465,-20.604,0.0644,85.31,0.617,21,37310,68
"Master of Puppets (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,4,3BByTcaS9J1NtGEhcQloB9,spotify:track:3BByTcaS9J1NtGEhcQloB9,0.955,0.434,0.249,0.323,0.122,-16.969,0.0569,96.684,0.617,20,100618,68
"Master of Puppets (1985, from James' Riff Tapes II)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,5,3PypxDNiBS34SCZLu7h85m,spotify:track:3PypxDNiBS34SCZLu7h85m,0.308,0.34,0.482,6.9e-05,0.279,-15.011,0.105,147.365,0.779,1,29031,68
"The Thing That Should Not Be (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,6,74TDqb2WqpApdqXUnPrLDL,spotify:track:74TDqb2WqpApdqXUnPrLDL,0.25,0.735,0.313,0.757,0.107,-19.979,0.124,92.583,0.115,15,34912,68
"Welcome Home (Sanitarium) (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,7,5RKGoSx78QvZ8ZrkLKNNra,spotify:track:5RKGoSx78QvZ8ZrkLKNNra,0.733,0.51,0.36,0.911,0.0957,-16.341,0.0321,96.202,0.244,16,127267,68
"Welcome Home (Sanitarium) (1985, from James' Riff Tapes II)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,8,2CmtCEy6CZCGzEBgZgLnGl,spotify:track:2CmtCEy6CZCGzEBgZgLnGl,0.921,0.466,0.504,0.928,0.128,-12.231,0.0913,104.888,0.403,14,117839,68
"Disposable Heroes (1985, from Kirk's Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,9,1d01tTOefejSF0StVRt9xQ,spotify:track:1d01tTOefejSF0StVRt9xQ,0.995,0.3,0.428,0.441,0.479,-19.03,0.0472,94.1,0.833,14,86955,68
"Disposable Heroes (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,10,5q1wool6dVVbLoY4d7oTVe,spotify:track:5q1wool6dVVbLoY4d7oTVe,0.97,0.451,0.332,0.592,0.119,-13.652,0.065,80.717,0.568,15,32333,68
"Leper Messiah (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,11,0rd6MFZ6ySFCNsWBguSxcO,spotify:track:0rd6MFZ6ySFCNsWBguSxcO,0.715,0.722,0.234,0.842,0.0914,-13.734,0.398,64.023,0.299,14,53555,68
